timestamp_ms,voc,nox,mq135_voltage,mq3_voltage,sht40_temperature,sht40_humidity,bme688_temperature,bme688_humidity,bme688_pressure,bme688_gas_resistance,bme688_iaq,bme688_co2_equivalent,bme688_breath_voc_equivalent,scd40_co2,scd40_temperature,scd40_humidity,label,trial,session_id,elapsed_s
98000,192.909,1.161,0.726,0.39,22.943,55.01,23.421,50.514,994.498,10694.754,76.88,519.021,0.754,637.302,23.02,51.746,cafe,15,cafe_015,98.0
99000,174.419,1.597,0.67,0.391,22.934,55.323,23.498,48.916,994.154,11022.058,75.467,499.888,0.848,645.123,22.835,52.267,cafe,15,cafe_015,99.0
100000,195.013,1.858,0.671,0.393,23.122,55.121,23.364,49.243,994.017,11044.096,76.214,495.646,0.857,640.426,23.041,51.829,cafe,15,cafe_015,100.0
101000,205.668,2.465,0.708,0.385,23.098,54.123,23.577,50.344,994.094,10580.878,69.376,491.101,0.855,639.322,22.943,51.808,cafe,15,cafe_015,101.0
102000,180.48,1.614,0.688,0.39,22.918,55.651,23.508,49.492,993.131,10658.473,71.235,496.263,0.838,657.8,22.91,52.613,cafe,15,cafe_015,102.0
103000,184.412,1.137,0.669,0.398,22.928,55.592,23.366,50.948,994.006,11298.116,78.542,513.385,0.808,646.294,23.055,52.104,cafe,15,cafe_015,103.0
104000,183.51,1.174,0.697,0.373,22.992,55.683,23.472,49.781,994.309,11305.462,75.259,492.967,0.887,642.207,22.985,52.734,cafe,15,cafe_015,104.0
105000,188.167,1.66,0.656,0.372,22.873,55.85,23.236,49.623,994.586,11541.844,75.18,504.643,0.87,644.934,22.991,51.631,cafe,15,cafe_015,105.0
106000,189.831,2.034,0.713,0.383,22.937,53.893,23.394,49.839,994.291,11411.729,69.089,512.133,0.905,664.611,23.044,51.482,cafe,15,cafe_015,106.0
107000,180.065,1.069,0.684,0.401,23.162,54.754,23.234,49.519,993.81,11761.503,72.564,491.598,0.732,649.757,22.9,52.145,cafe,15,cafe_015,107.0
108000,165.747,1.803,0.658,0.392,23.031,54.495,23.48,50.384,994.154,11644.294,71.503,512.605,0.833,642.837,22.91,52.171,cafe,15,cafe_015,108.0
109000,175.504,1.543,0.639,0.399,23.009,54.853,23.392,49.469,994.279,11832.048,74.714,503.598,0.697,656.034,23.011,52.037,cafe,15,cafe_015,109.0
110000,167.518,1.163,0.679,0.395,22.992,54.79,23.422,50.81,993.994,12001.641,67.27,492.699,0.813,652.776,23.033,51.976,cafe,15,cafe_015,110.0
111000,170.433,1.186,0.699,0.382,22.997,55.804,23.282,49.79,994.734,11535.538,69.334,488.532,0.845,644.648,22.922,51.956,cafe,15,cafe_015,111.0
112000,170.486,1.897,0.662,0.419,23.043,55.299,23.437,51.009,994.138,12370.858,68.373,514.834,0.793,665.697,22.976,52.129,cafe,15,cafe_015,112.0
113000,188.888,1.78,0.655,0.393,23.067,55.62,23.422,49.537,993.622,12234.759,72.078,506.791,0.672,664.369,23.14,51.568,cafe,15,cafe_015,113.0
114000,170.731,0.504,0.657,0.393,22.87,54.87,23.465,49.035,993.643,11919.612,70.57,498.005,0.71,657.16,22.93,51.74,cafe,15,cafe_015,114.0
115000,175.256,1.246,0.673,0.35,23.027,55.662,23.435,49.236,993.151,12367.705,72.554,501.306,0.803,643.855,22.98,52.213,cafe,15,cafe_015,115.0
116000,160.454,1.347,0.683,0.373,23.0,55.26,23.517,49.17,994.178,12398.838,70.739,505.155,0.645,633.091,23.007,51.668,cafe,15,cafe_015,116.0
117000,174.211,1.339,0.648,0.36,23.107,55.397,23.477,50.315,993.428,12670.936,70.895,509.662,0.792,639.1,22.995,52.416,cafe,15,cafe_015,117.0
118000,168.594,1.505,0.681,0.376,22.812,55.201,23.372,48.89,995.029,12708.899,66.18,511.896,0.791,650.074,23.094,51.227,cafe,15,cafe_015,118.0
119000,162.23,1.118,0.651,0.389,23.133,54.389,23.557,50.496,994.276,13127.887,70.118,492.326,0.748,684.67,23.061,51.731,cafe,15,cafe_015,119.0
120000,174.042,1.121,0.667,0.383,22.983,54.496,23.33,49.762,994.648,12468.404,64.711,515.48,0.84,641.971,22.959,51.985,cafe,15,cafe_015,120.0
121000,162.075,1.392,0.644,0.367,23.029,56.027,23.456,49.32,993.751,12656.109,61.541,495.429,0.769,659.02,23.01,51.846,cafe,15,cafe_015,121.0
122000,155.837,0.463,0.657,0.398,22.972,54.47,23.466,49.09,994.649,12796.254,63.862,510.485,0.804,669.523,23.002,51.674,cafe,15,cafe_015,122.0
123000,149.657,1.308,0.648,0.372,23.035,54.052,23.422,50.07,994.834,12284.596,69.461,510.263,0.735,667.631,22.922,51.748,cafe,15,cafe_015,123.0
124000,152.107,1.02,0.644,0.387,23.167,55.038,23.305,49.435,993.034,13060.829,63.297,498.434,0.618,641.411,22.913,51.681,cafe,15,cafe_015,124.0
125000,157.705,1.241,0.655,0.376,23.023,55.166,23.43,50.282,994.12,13045.05,66.239,509.426,0.722,645.028,23.075,51.133,cafe,15,cafe_015,125.0
126000,145.824,1.222,0.647,0.391,23.03,56.061,23.507,51.09,994.073,12901.191,64.735,504.99,0.62,655.569,23.055,51.9,cafe,15,cafe_015,126.0
127000,158.138,0.524,0.654,0.378,23.056,55.084,23.393,49.505,994.186,12440.856,67.36,478.602,0.724,643.698,22.9,51.5,cafe,15,cafe_015,127.0
128000,149.073,1.261,0.642,0.35,22.982,55.238,23.468,49.056,993.556,12981.558,67.946,509.226,0.644,633.095,23.053,52.074,cafe,15,cafe_015,128.0
129000,157.11,1.032,0.653,0.372,23.051,54.228,23.394,50.252,993.589,13155.147,63.855,502.205,0.653,639.45,23.062,51.126,cafe,15,cafe_015,129.0
130000,163.806,0.992,0.612,0.378,23.065,55.691,23.41,49.495,994.049,13011.598,65.602,506.532,0.775,666.677,23.14,51.415,cafe,15,cafe_015,130.0
131000,147.459,1.791,0.666,0.363,22.959,54.923,23.401,49.917,993.99,13337.108,63.019,499.14,0.623,664.139,22.982,52.266,cafe,15,cafe_015,131.0
132000,138.336,1.226,0.649,0.39,23.135,54.649,23.414,50.863,994.19,13296.078,63.2,502.392,0.684,638.352,23.027,51.129,cafe,15,cafe_015,132.0
133000,147.223,1.32,0.636,0.366,22.949,55.381,23.272,50.338,993.49,12899.645,68.516,495.616,0.7,643.144,23.219,53.129,cafe,15,cafe_015,133.0
134000,144.393,1.878,0.655,0.395,23.061,55.247,23.32,49.239,993.679,12897.311,56.476,507.842,0.661,620.746,23.051,52.375,cafe,15,cafe_015,134.0
135000,150.979,0.593,0.661,0.357,23.022,55.752,23.425,49.554,994.373,13420.808,62.416,507.975,0.7,645.238,23.05,52.036,cafe,15,cafe_015,135.0
136000,162.428,1.458,0.63,0.368,23.038,54.911,23.402,49.488,993.725,13442.448,61.319,487.201,0.643,661.078,23.003,51.329,cafe,15,cafe_015,136.0
137000,152.773,1.147,0.632,0.387,23.036,54.609,23.189,49.77,993.199,13186.093,62.806,491.955,0.673,653.402,22.951,52.105,cafe,15,cafe_015,137.0
138000,158.69,1.663,0.651,0.352,23.012,55.176,23.428,49.53,994.014,13274.452,60.094,523.857,0.769,647.258,22.902,51.888,cafe,15,cafe_015,138.0
139000,132.37,2.078,0.633,0.372,23.027,54.671,23.414,49.846,993.745,13593.202,65.008,501.484,0.649,638.414,23.003,52.859,cafe,15,cafe_015,139.0
140000,151.08,0.463,0.649,0.362,23.133,54.678,23.497,50.031,993.128,13233.607,58.854,496.958,0.708,652.564,23.049,51.1,cafe,15,cafe_015,140.0
141000,148.503,0.941,0.646,0.391,22.94,54.246,23.328,50.258,995.305,13411.196,68.696,505.786,0.661,647.7,23.204,52.04,cafe,15,cafe_015,141.0
142000,146.483,0.88,0.631,0.388,23.027,55.401,23.325,49.818,993.732,13408.996,56.469,494.678,0.669,637.252,22.924,51.635,cafe,15,cafe_015,142.0
143000,150.82,1.455,0.673,0.364,23.043,55.458,23.26,49.311,993.622,13983.126,62.527,502.99,0.667,656.094,22.822,51.488,cafe,15,cafe_015,143.0
144000,139.955,1.094,0.619,0.354,23.015,54.971,23.245,49.292,993.588,13496.815,62.066,509.502,0.68,660.761,22.973,52.416,cafe,15,cafe_015,144.0
145000,133.178,1.405,0.634,0.39,22.949,55.145,23.434,49.746,994.654,13515.231,62.539,515.13,0.645,660.867,23.095,52.257,cafe,15,cafe_015,145.0
146000,136.713,1.141,0.636,0.38,23.085,55.071,23.388,49.907,994.143,14007.065,59.561,501.937,0.555,630.506,23.037,51.962,cafe,15,cafe_015,146.0
147000,126.855,1.002,0.631,0.358,23.103,54.927,23.411,49.663,994.421,14120.0,61.896,507.552,0.683,662.319,22.864,51.936,cafe,15,cafe_015,147.0
148000,140.976,1.764,0.64,0.373,23.089,54.972,23.497,49.678,993.917,13965.927,57.833,498.645,0.705,645.463,23.036,52.338,cafe,15,cafe_015,148.0
149000,143.993,1.597,0.623,0.385,22.896,54.611,23.566,50.508,994.249,13717.439,59.535,518.686,0.616,672.214,23.011,51.642,cafe,15,cafe_015,149.0
150000,140.262,1.322,0.634,0.357,22.879,54.551,23.57,50.5,994.458,14000.239,62.094,493.166,0.664,647.701,23.001,51.653,cafe,15,cafe_015,150.0
151000,132.865,1.73,0.615,0.359,22.993,55.254,23.363,49.878,994.13,13967.521,62.23,490.019,0.57,662.108,23.146,52.045,cafe,15,cafe_015,151.0
152000,127.21,1.294,0.638,0.379,22.955,55.572,23.458,51.025,993.787,14137.075,60.383,498.399,0.635,647.357,22.972,52.069,cafe,15,cafe_015,152.0
153000,136.619,1.426,0.624,0.397,23.031,54.73,23.406,50.479,994.362,14350.625,56.915,502.274,0.654,667.729,22.995,52.931,cafe,15,cafe_015,153.0
154000,139.759,0.989,0.603,0.346,22.995,55.862,23.443,49.088,993.614,14404.462,60.099,489.536,0.558,652.334,22.96,52.479,cafe,15,cafe_015,154.0
155000,129.949,1.305,0.583,0.342,22.964,54.705,23.403,50.109,993.72,13920.864,54.472,502.153,0.694,649.635,22.934,52.655,cafe,15,cafe_015,155.0
156000,126.543,1.073,0.631,0.378,23.0,54.54,23.338,49.903,994.057,14035.362,60.492,500.869,0.616,643.153,22.989,52.226,cafe,15,cafe_015,156.0
157000,124.928,1.297,0.631,0.385,22.972,55.162,23.245,50.702,993.367,14479.441,58.232,495.064,0.624,622.877,23.025,52.42,cafe,15,cafe_015,157.0
158000,121.027,1.465,0.632,0.372,22.937,54.532,23.368,49.796,994.609,14275.881,61.009,494.997,0.659,650.419,22.99,51.483,cafe,15,cafe_015,158.0
159000,143.886,0.651,0.639,0.355,23.124,54.684,23.367,50.051,994.184,14165.167,59.287,493.98,0.624,645.492,22.989,51.903,cafe,15,cafe_015,159.0
160000,127.692,0.639,0.6,0.355,23.072,54.231,23.538,50.677,995.135,14104.765,57.295,489.717,0.606,652.866,23.028,52.707,cafe,15,cafe_015,160.0
161000,120.759,1.468,0.611,0.361,23.135,54.926,23.453,49.976,993.721,14544.165,54.243,494.213,0.547,655.49,22.936,51.923,cafe,15,cafe_015,161.0
162000,125.141,0.86,0.62,0.338,23.144,55.129,23.435,50.557,993.903,14368.607,57.038,504.762,0.685,646.239,22.998,51.847,cafe,15,cafe_015,162.0
163000,119.5,0.983,0.629,0.337,22.889,55.039,23.279,49.944,994.585,14143.513,57.653,500.848,0.525,661.647,23.071,52.661,cafe,15,cafe_015,163.0
164000,129.725,1.495,0.635,0.347,22.917,54.648,23.371,50.918,992.731,14330.659,58.542,495.805,0.778,643.265,22.965,51.784,cafe,15,cafe_015,164.0
165000,131.547,1.603,0.599,0.351,22.998,55.065,23.393,48.957,993.682,14554.984,57.914,506.319,0.558,649.761,23.035,52.454,cafe,15,cafe_015,165.0
166000,127.25,1.181,0.608,0.359,23.028,54.993,23.38,50.389,993.933,14668.386,56.79,481.511,0.546,627.104,23.06,51.724,cafe,15,cafe_015,166.0
167000,121.16,0.789,0.606,0.356,23.039,55.567,23.545,50.87,994.251,14444.593,56.159,483.39,0.629,642.509,23.137,51.107,cafe,15,cafe_015,167.0
168000,134.073,0.048,0.621,0.349,22.983,55.41,23.291,49.643,993.881,14246.741,58.771,485.821,0.622,674.573,22.99,51.992,cafe,15,cafe_015,168.0
169000,138.035,1.358,0.591,0.369,23.072,55.495,23.389,49.767,993.49,14481.417,55.304,510.312,0.596,660.507,23.118,51.555,cafe,15,cafe_015,169.0
170000,111.612,1.543,0.615,0.391,22.931,54.667,23.407,50.419,993.364,14752.245,60.333,503.084,0.597,644.582,23.16,51.967,cafe,15,cafe_015,170.0
171000,122.814,1.08,0.61,0.364,23.037,54.719,23.302,50.135,994.105,14562.95,58.851,506.66,0.59,641.437,22.877,52.077,cafe,15,cafe_015,171.0
172000,125.043,0.998,0.588,0.37,22.922,54.135,23.427,50.476,994.096,14536.145,60.311,480.731,0.636,675.113,23.012,53.253,cafe,15,cafe_015,172.0
173000,123.464,1.059,0.616,0.35,22.864,55.651,23.408,50.67,994.615,14588.619,56.164,496.109,0.556,645.897,22.976,52.193,cafe,15,cafe_015,173.0
174000,112.644,1.645,0.589,0.363,22.849,54.858,23.452,48.994,993.339,15268.646,60.975,516.36,0.64,648.715,23.081,51.756,cafe,15,cafe_015,174.0
175000,118.287,0.728,0.58,0.39,22.978,55.433,23.421,49.809,994.01,14836.869,58.262,485.697,0.641,653.353,22.961,51.885,cafe,15,cafe_015,175.0
176000,121.641,0.799,0.598,0.379,23.148,54.82,23.363,49.657,993.873,15140.428,52.025,509.567,0.583,633.554,23.025,51.245,cafe,15,cafe_015,176.0
177000,143.074,1.203,0.587,0.367,23.063,55.526,23.382,49.65,994.603,14337.453,56.303,486.803,0.585,648.823,22.986,51.625,cafe,15,cafe_015,177.0
178000,119.773,1.217,0.583,0.37,23.002,55.252,23.471,49.724,994.497,14773.05,54.307,489.758,0.609,628.737,22.999,51.984,cafe,15,cafe_015,178.0
179000,106.086,1.606,0.622,0.347,22.904,55.408,23.312,49.772,993.741,15130.353,56.278,488.456,0.63,661.245,23.113,51.571,cafe,15,cafe_015,179.0
0,91.473,1.374,0.596,0.366,23.031,54.569,23.342,50.879,994.281,15800.909,45.577,498.388,0.545,657.29,23.007,52.086,cafe,16,cafe_016,0.0
1000,104.712,1.605,0.572,0.366,23.014,55.353,23.566,49.624,994.345,15394.128,48.811,495.174,0.485,665.328,23.064,51.443,cafe,16,cafe_016,1.0
2000,108.474,1.456,0.578,0.358,23.113,55.177,23.451,49.332,994.466,15884.975,45.58,493.406,0.583,650.34,23.006,52.77,cafe,16,cafe_016,2.0
3000,87.414,1.334,0.565,0.365,22.97,54.744,23.455,50.574,994.177,15621.921,52.505,497.121,0.571,644.397,22.951,52.23,cafe,16,cafe_016,3.0
4000,87.098,1.583,0.595,0.36,22.814,54.905,23.288,50.351,994.649,15865.433,50.392,508.379,0.523,664.848,23.05,51.685,cafe,16,cafe_016,4.0
5000,109.349,1.719,0.574,0.344,22.956,54.721,23.554,50.046,994.385,16433.523,52.598,494.928,0.469,650.456,22.949,50.762,cafe,16,cafe_016,5.0
6000,95.58,1.101,0.545,0.371,23.025,55.132,23.408,50.095,994.428,16030.837,49.037,488.527,0.469,651.213,22.831,51.444,cafe,16,cafe_016,6.0
7000,88.595,0.741,0.587,0.368,22.995,54.293,23.403,49.778,993.469,15761.193,47.671,492.415,0.417,650.621,22.996,51.966,cafe,16,cafe_016,7.0
8000,107.506,1.025,0.574,0.335,23.103,55.47,23.437,49.248,993.172,15541.054,49.032,510.15,0.526,648.645,23.003,52.122,cafe,16,cafe_016,8.0
9000,96.852,0.968,0.604,0.345,23.074,54.847,23.321,50.665,994.314,15808.148,48.792,506.927,0.573,634.485,22.876,52.412,cafe,16,cafe_016,9.0
10000,105.65,1.501,0.574,0.378,22.928,55.707,23.449,49.764,993.38,15562.448,50.775,502.409,0.483,644.3,23.1,52.375,cafe,16,cafe_016,10.0
11000,99.78,0.689,0.583,0.338,23.032,55.346,23.233,50.618,993.942,15692.003,54.129,502.201,0.522,627.94,22.894,51.366,cafe,16,cafe_016,11.0
12000,106.577,1.445,0.597,0.352,23.012,54.98,23.421,49.841,993.844,15955.333,49.474,507.984,0.558,664.847,22.947,51.665,cafe,16,cafe_016,12.0
13000,100.367,1.024,0.603,0.342,23.187,54.496,23.351,49.451,994.206,15664.891,44.239,505.154,0.565,664.903,22.929,51.252,cafe,16,cafe_016,13.0
14000,101.753,1.071,0.568,0.358,22.974,53.688,23.489,50.22,993.413,15973.86,50.886,487.568,0.519,651.954,23.033,51.812,cafe,16,cafe_016,14.0
15000,105.764,1.179,0.573,0.32,23.066,54.564,23.373,50.066,993.409,15913.023,54.139,507.433,0.409,646.016,22.909,52.26,cafe,16,cafe_016,15.0
16000,103.334,1.566,0.575,0.334,23.159,54.711,23.332,49.278,993.738,15839.992,52.92,507.808,0.495,644.091,23.043,51.294,cafe,16,cafe_016,16.0
17000,100.142,0.468,0.567,0.367,23.022,55.11,23.421,49.294,994.378,16428.36,49.881,502.787,0.541,648.411,23.067,51.099,cafe,16,cafe_016,17.0
18000,109.689,0.73,0.599,0.374,23.021,55.257,23.327,49.502,993.789,15907.331,51.187,487.723,0.558,652.14,23.074,52.264,cafe,16,cafe_016,18.0
19000,97.819,1.287,0.604,0.311,23.006,55.161,23.459,50.037,993.549,16073.626,49.121,493.927,0.552,647.857,22.985,51.645,cafe,16,cafe_016,19.0
20000,97.707,0.699,0.58,0.347,23.023,55.911,23.442,49.138,992.839,15416.549,53.24,482.447,0.444,642.014,22.945,51.857,cafe,16,cafe_016,20.0
21000,107.234,0.19,0.591,0.339,23.073,53.944,23.296,49.685,994.44,15611.692,46.557,489.187,0.502,654.769,23.17,51.91,cafe,16,cafe_016,21.0
22000,103.249,1.19,0.572,0.335,23.101,55.113,23.407,50.506,994.098,15558.958,55.907,504.653,0.546,664.183,23.086,52.83,cafe,16,cafe_016,22.0
23000,115.598,0.612,0.564,0.335,23.108,54.051,23.359,50.058,993.715,15515.497,46.389,510.047,0.469,640.739,22.912,52.785,cafe,16,cafe_016,23.0
24000,116.774,1.097,0.569,0.363,23.051,54.901,23.292,48.89,994.249,16216.322,47.543,504.095,0.594,649.279,23.095,52.587,cafe,16,cafe_016,24.0
25000,99.751,0.586,0.583,0.353,22.958,54.832,23.37,49.767,994.357,16042.557,50.87,519.905,0.445,652.051,22.92,51.532,cafe,16,cafe_016,25.0
26000,88.667,0.627,0.595,0.37,23.006,55.463,23.392,49.877,994.468,16274.255,50.571,510.221,0.458,647.364,22.911,52.312,cafe,16,cafe_016,26.0
27000,104.205,1.48,0.578,0.333,23.033,54.991,23.455,50.117,994.272,15984.716,43.243,490.606,0.54,656.844,23.057,52.545,cafe,16,cafe_016,27.0
28000,100.104,1.172,0.552,0.347,23.265,54.421,23.429,49.789,993.614,15906.986,48.977,502.449,0.405,622.155,23.044,51.779,cafe,16,cafe_016,28.0
29000,100.209,1.544,0.584,0.352,23.023,54.526,23.364,50.027,994.474,15813.798,48.995,486.074,0.532,640.458,23.024,52.278,cafe,16,cafe_016,29.0
30000,97.572,1.777,0.59,0.378,23.182,55.782,23.406,49.961,993.71,15194.608,47.267,510.218,0.496,651.301,22.945,51.37,cafe,16,cafe_016,30.0
31000,127.591,0.744,0.591,0.365,22.972,54.417,23.308,50.071,994.451,15079.379,47.923,489.265,0.606,648.612,22.882,52.202,cafe,16,cafe_016,31.0
32000,124.339,0.528,0.63,0.36,23.025,54.731,23.326,49.839,994.538,15194.786,56.548,491.687,0.522,644.495,23.082,52.15,cafe,16,cafe_016,32.0
33000,122.91,0.774,0.617,0.398,22.869,54.327,23.249,49.891,993.889,14936.249,55.21,500.153,0.576,645.311,23.078,52.686,cafe,16,cafe_016,33.0
34000,115.308,0.818,0.626,0.371,22.959,54.916,23.445,49.719,993.603,14882.393,53.02,505.022,0.58,637.823,23.082,52.054,cafe,16,cafe_016,34.0
35000,133.469,1.401,0.615,0.366,22.999,55.533,23.532,49.816,994.593,14594.919,50.122,501.74,0.582,676.007,23.001,51.418,cafe,16,cafe_016,35.0
36000,129.835,0.606,0.603,0.365,22.983,55.995,23.366,49.526,994.136,14392.677,59.731,503.943,0.55,648.751,23.091,51.927,cafe,16,cafe_016,36.0
37000,136.912,0.525,0.623,0.38,23.057,54.812,23.297,50.498,994.105,14116.817,56.129,516.013,0.659,673.794,22.78,52.079,cafe,16,cafe_016,37.0
38000,131.378,1.178,0.631,0.357,22.937,54.226,23.518,48.908,993.967,14302.691,58.57,498.623,0.624,662.509,22.856,51.797,cafe,16,cafe_016,38.0
39000,123.645,1.031,0.638,0.351,23.045,55.179,23.56,49.512,994.002,14006.788,55.919,499.9,0.689,654.723,22.933,53.003,cafe,16,cafe_016,39.0
40000,134.673,0.797,0.626,0.374,23.038,54.484,23.426,50.613,994.58,13753.297,59.407,511.755,0.646,642.97,23.079,51.633,cafe,16,cafe_016,40.0
41000,151.457,1.132,0.615,0.371,22.902,55.573,23.43,50.92,994.438,13683.608,62.881,504.311,0.625,641.847,22.932,51.615,cafe,16,cafe_016,41.0
42000,151.538,1.795,0.632,0.385,23.002,55.021,23.348,50.421,993.465,13498.101,67.283,502.629,0.579,648.69,23.178,52.014,cafe,16,cafe_016,42.0
43000,147.978,1.357,0.63,0.368,23.008,54.712,23.271,50.3,994.139,13352.849,60.258,500.179,0.614,639.413,23.056,52.027,cafe,16,cafe_016,43.0
44000,142.833,1.692,0.66,0.384,22.929,55.495,23.395,51.139,995.644,12915.26,59.853,501.686,0.594,658.292,22.956,51.909,cafe,16,cafe_016,44.0
45000,146.467,1.941,0.654,0.367,23.012,53.891,23.437,50.862,993.641,13266.726,62.644,494.521,0.694,639.546,22.949,52.583,cafe,16,cafe_016,45.0
46000,160.979,1.442,0.646,0.372,22.918,55.682,23.245,50.315,994.339,12771.05,72.808,498.047,0.72,656.089,23.189,51.389,cafe,16,cafe_016,46.0
47000,169.002,1.068,0.653,0.378,23.026,55.012,23.434,50.143,994.457,12265.328,62.639,494.278,0.716,640.608,23.056,51.907,cafe,16,cafe_016,47.0
48000,155.496,1.067,0.653,0.402,23.144,54.501,23.363,50.981,993.53,12362.435,70.452,482.185,0.748,652.583,23.059,52.146,cafe,16,cafe_016,48.0
49000,166.116,0.967,0.642,0.379,23.119,54.683,23.136,50.128,994.102,12306.155,71.476,501.747,0.821,638.579,23.069,51.983,cafe,16,cafe_016,49.0
50000,180.904,0.76,0.672,0.381,22.955,54.511,23.427,49.813,993.337,12228.919,73.571,485.867,0.896,638.569,23.128,52.202,cafe,16,cafe_016,50.0
51000,184.126,1.652,0.676,0.396,22.882,56.417,23.3,50.166,993.611,11593.39,74.607,520.984,0.663,666.821,22.954,50.738,cafe,16,cafe_016,51.0
52000,181.57,1.261,0.683,0.378,23.032,54.682,23.396,49.887,994.242,11447.811,72.764,511.147,0.781,655.872,23.051,52.401,cafe,16,cafe_016,52.0
53000,188.301,1.181,0.696,0.361,22.936,55.753,23.487,49.746,994.45,11166.686,69.231,481.771,0.75,651.651,23.054,51.303,cafe,16,cafe_016,53.0
54000,189.712,1.692,0.685,0.39,22.962,55.498,23.375,50.247,994.125,11523.297,80.468,511.578,0.787,671.794,22.971,51.426,cafe,16,cafe_016,54.0
55000,182.541,2.147,0.714,0.395,22.85,54.602,23.353,50.43,993.1,11614.396,71.313,512.569,0.842,671.041,22.953,51.721,cafe,16,cafe_016,55.0
56000,196.71,1.231,0.712,0.399,23.004,55.621,23.344,50.406,993.655,11363.528,74.984,505.517,0.748,655.788,22.956,51.147,cafe,16,cafe_016,56.0
57000,185.306,1.529,0.704,0.381,22.99,54.621,23.359,49.801,993.415,10882.819,77.542,497.08,0.897,659.457,22.928,51.167,cafe,16,cafe_016,57.0
58000,193.319,1.184,0.715,0.38,22.995,55.123,23.411,49.726,994.041,10569.015,78.481,506.398,0.923,632.341,23.095,51.029,cafe,16,cafe_016,58.0
59000,190.363,1.608,0.714,0.407,22.932,54.945,23.479,50.502,994.356,10933.756,75.046,506.709,0.802,642.058,23.056,52.576,cafe,16,cafe_016,59.0
60000,199.274,1.722,0.723,0.405,22.957,55.249,23.212,49.671,995.333,10727.677,73.154,486.912,0.903,661.42,23.073,51.983,cafe,16,cafe_016,60.0
61000,188.249,2.119,0.713,0.363,23.047,55.338,23.344,49.848,993.493,10730.521,73.617,501.31,0.753,665.519,23.111,51.517,cafe,16,cafe_016,61.0
62000,210.443,1.382,0.708,0.41,23.002,55.42,23.442,49.625,993.438,10580.016,74.239,508.881,1.005,660.779,23.084,52.099,cafe,16,cafe_016,62.0
63000,196.222,1.741,0.7,0.409,23.043,54.955,23.228,49.415,993.796,9998.237,78.535,473.141,0.915,639.621,22.826,53.131,cafe,16,cafe_016,63.0
64000,213.15,1.813,0.698,0.417,22.941,55.41,23.41,50.144,993.864,10958.321,76.647,496.118,0.831,648.935,22.98,52.151,cafe,16,cafe_016,64.0
65000,205.736,1.517,0.678,0.387,23.054,55.341,23.345,50.754,994.66,10575.973,79.165,500.835,0.821,659.239,23.142,51.084,cafe,16,cafe_016,65.0
66000,198.533,1.458,0.698,0.415,22.955,54.921,23.439,49.386,994.506,10176.272,79.398,502.981,0.932,647.391,22.918,51.59,cafe,16,cafe_016,66.0
67000,213.252,1.817,0.682,0.408,22.971,54.872,23.372,50.414,994.232,10492.683,77.375,514.502,0.929,661.621,23.043,51.483,cafe,16,cafe_016,67.0
68000,204.285,2.128,0.711,0.389,23.057,54.836,23.205,49.597,993.217,10169.267,77.349,490.521,0.983,641.121,22.994,51.641,cafe,16,cafe_016,68.0
69000,195.441,1.938,0.719,0.391,22.833,55.689,23.531,50.322,994.238,10445.832,78.066,511.541,0.861,642.713,23.079,50.293,cafe,16,cafe_016,69.0
70000,210.269,1.586,0.709,0.399,22.995,54.928,23.467,50.219,994.474,9870.622,71.771,493.502,0.916,666.819,23.002,51.696,cafe,16,cafe_016,70.0
71000,191.682,1.293,0.718,0.399,22.995,55.689,23.49,49.945,993.442,10365.822,77.319,512.871,0.899,646.708,23.028,51.823,cafe,16,cafe_016,71.0
72000,216.93,0.838,0.704,0.423,23.047,55.027,23.461,49.931,994.489,9755.394,80.823,503.361,0.913,655.284,23.122,51.527,cafe,16,cafe_016,72.0
73000,207.337,1.716,0.74,0.408,23.092,56.059,23.353,49.122,994.508,10407.584,79.857,475.874,0.868,657.51,22.965,52.254,cafe,16,cafe_016,73.0
74000,202.387,1.62,0.728,0.406,22.923,55.445,23.541,50.118,993.665,10105.555,73.742,515.239,0.884,644.816,23.015,51.751,cafe,16,cafe_016,74.0
75000,207.598,1.301,0.714,0.401,23.01,54.114,23.469,48.957,994.292,10230.802,80.714,509.956,0.929,622.755,22.968,52.111,cafe,16,cafe_016,75.0
76000,209.563,1.742,0.708,0.414,22.957,54.946,23.548,49.172,993.823,10176.432,83.032,496.348,0.889,652.649,23.083,52.006,cafe,16,cafe_016,76.0
77000,197.222,1.492,0.736,0.412,23.135,55.157,23.444,49.988,993.505,10161.162,87.544,493.778,0.947,665.249,23.082,51.76,cafe,16,cafe_016,77.0
78000,207.166,1.595,0.72,0.414,22.902,54.757,23.507,49.905,994.438,10175.206,83.74,504.582,0.813,636.33,22.997,52.203,cafe,16,cafe_016,78.0
79000,206.787,1.688,0.697,0.384,22.81,53.984,23.489,50.174,993.667,10315.209,76.579,513.987,0.948,653.465,22.994,52.284,cafe,16,cafe_016,79.0
80000,218.095,0.952,0.738,0.404,22.94,55.391,23.436,49.89,994.101,9850.918,76.458,508.224,0.797,659.941,22.997,51.64,cafe,16,cafe_016,80.0
81000,202.64,0.966,0.707,0.404,22.883,55.578,23.366,49.427,993.715,9773.116,83.005,510.434,0.892,661.519,23.008,51.188,cafe,16,cafe_016,81.0
